DATE TIME,PM10 1H (µg/m3),PM2.5 1H (µg/m3),WIND DIRECTION 1H (°),WIND SPEED 1H (m/s),RELATIVE HUMIDITY 1H (%),Ambient Temperature 1H (°c),API
2020-01-01 00:00:00,23.514,18.072,100.843,1.01,88.404,25.963,51
2020-01-01 01:00:00,14.198,10.304,23.222,1.633,89.512,24.801,51
2020-01-01 02:00:00,8.556,5.715,309.849,0.504,95.75,23.014,51
2020-01-01 03:00:00,9.153,6.739,95.91,0.456,95.683,23.55,50
2020-01-01 04:00:00,7.146,4.817,46.319,0.737,93.932,23.887,50
2020-01-01 05:00:00,11.019,8.256,41.178,0.722,94.767,23.635,50
2020-01-01 06:00:00,25.705,20.433,80.104,0.414,94.6,23.473,50
2020-01-01 07:00:00,4.466,1.262,57.664,0.422,93.732,23.37,50
2020-01-01 08:00:00,7.822,4.822,95.234,0.394,92.183,23.59,50
2020-01-01 09:00:00,12.812,9.19,55.439,0.894,80.714,26.013,50
2020-01-01 10:00:00,11.754,7.581,36.563,1.383,72.375,27.777,50
2020-01-01 11:00:00,12.436,6.589,52.45,2.41,63.719,29.049,50
2020-01-01 12:00:00,18.105,5.323,6.061,1.383,60.731,30.298,50
2020-01-01 13:00:00,5.762,2.215,272.073,0.747,57.25,31.7,50
2020-01-01 14:00:00,10.685,7.819,218.15,1.879,62.833,30.952,50
2020-01-01 15:00:00,10.923,7.81,226.274,1.272,63.164,31.032,50
2020-01-01 16:00:00,7.49,4.178,238.808,2.794,64.983,30.682,50
2020-01-01 17:00:00,5.182,2.306,246.571,2.314,63.368,31.427,50
2020-01-01 18:00:00,9.746,6.416,216.459,2.481,64.883,31.04,50
2020-01-01 19:00:00,14.074,9.968,204.135,2.321,68.528,29.52,49
2020-01-01 20:00:00,16.328,11.045,241.422,0.98,72.159,28.392,49
2020-01-01 21:00:00,18.436,13.884,219.948,1.285,73.433,28.197,49
2020-01-01 22:00:00,20.868,16.617,212.502,0.428,75.5,27.647,48
2020-01-01 23:00:00,17.382,12.755,311.152,0.158,80.942,26.749,48
2020-01-02 00:00:00,19.972,16.836,96.966,0.85,87.55,26.697,47
2020-01-02 01:00:00,28.231,23.917,105.348,1.134,88.277,26.492,47
2020-01-02 02:00:00,24.161,20.417,97.891,0.881,92.917,25.647,46
2020-01-02 03:00:00,12.47,10.059,63.155,0.458,92.217,25.35,46
2020-01-02 04:00:00,15.483,12.304,59.265,0.084,93.833,25.237,45
2020-01-02 05:00:00,21.407,16.739,42.833,0.13,95.383,25.017,44
2020-01-02 06:00:00,18.106,12.045,110.733,0.187,96.0,24.865,43
2020-01-02 07:00:00,17.952,12.76,80.329,0.226,95.983,24.899,42
2020-01-02 08:00:00,21.687,16.199,91.913,0.509,94.483,25.137,41
2020-01-02 09:00:00,32.713,25.617,96.219,1.043,89.4,26.705,41
2020-01-02 10:00:00,29.773,24.42,70.117,2.002,78.083,28.51,40
2020-01-02 11:00:00,18.471,15.677,77.454,2.956,73.067,28.954,40
2020-01-02 12:00:00,13.199,9.528,67.824,1.677,70.217,29.932,40
2020-01-02 13:00:00,8.845,5.488,120.076,0.665,65.667,31.018,40
2020-01-02 14:00:00,9.193,6.069,113.471,0.829,65.4,31.047,41
2020-01-02 15:00:00,9.085,5.629,70.193,1.782,61.203,31.399,41
2020-01-02 16:00:00,14.668,11.58,264.344,1.471,72.533,30.367,42
2020-01-02 17:00:00,13.407,9.846,246.704,1.616,73.767,30.172,44
2020-01-02 18:00:00,15.282,12.2,243.41,1.041,72.084,30.437,45
2020-01-02 19:00:00,7.104,3.615,238.002,0.78,73.85,30.007,46
2020-01-02 20:00:00,18.718,15.274,112.862,0.983,75.1,29.155,47
2020-01-02 21:00:00,13.026,9.897,35.281,0.829,73.417,28.455,48
2020-01-02 22:00:00,15.757,12.592,80.08,0.906,76.383,27.672,49
2020-01-02 23:00:00,17.574,12.794,121.738,0.432,77.417,27.45,50
2020-01-03 00:00:00,38.893,31.574,50.435,0.762,86.248,27.143,50
2020-01-03 01:00:00,37.64,30.19,66.644,0.623,87.083,26.929,51
2020-01-03 02:00:00,45.183,35.43,80.337,0.893,89.9,26.605,51
2020-01-03 03:00:00,48.307,38.184,73.948,1.483,90.183,26.365,51
2020-01-03 04:00:00,47.925,39.236,70.308,1.715,88.317,26.372,52
2020-01-03 05:00:00,37.0,29.614,70.455,1.698,85.883,26.17,52
2020-01-03 06:00:00,39.205,31.622,69.027,1.785,85.317,25.803,52
2020-01-03 07:00:00,31.457,25.093,61.056,1.056,86.4,25.322,52
2020-01-03 08:00:00,23.347,16.763,50.592,1.052,86.616,25.213,52
2020-01-03 09:00:00,26.237,19.149,75.447,1.775,80.667,26.427,52
2020-01-03 10:00:00,16.365,10.146,58.665,1.431,73.6,28.673,52
2020-01-03 11:00:00,20.664,14.552,16.5,1.021,68.55,30.755,52
2020-01-03 12:00:00,28.726,21.656,12.92,0.572,65.033,31.814,53
2020-01-03 13:00:00,19.91,14.697,249.147,1.829,66.783,31.865,53
2020-01-03 14:00:00,21.542,16.482,241.252,2.817,68.95,31.76,54
2020-01-03 15:00:00,15.855,11.165,243.609,3.087,70.812,31.46,55
2020-01-03 16:00:00,18.391,15.857,248.243,3.143,67.8,31.448,56
2020-01-03 17:00:00,13.133,9.491,248.195,3.099,70.053,31.312,57
2020-01-03 18:00:00,27.24,22.932,275.852,1.245,70.434,30.807,58
2020-01-03 19:00:00,22.045,17.065,283.857,1.24,75.433,29.265,58
2020-01-03 20:00:00,29.595,25.404,247.251,0.719,80.776,28.826,59
2020-01-03 21:00:00,21.258,18.28,87.763,0.126,81.717,28.439,59
2020-01-03 22:00:00,18.413,13.823,72.906,0.986,82.283,27.574,60
2020-01-03 23:00:00,24.928,20.678,77.871,0.809,84.334,27.258,60
2020-01-04 00:00:00,24.302,21.226,68.14,1.451,88.584,25.58,60
2020-01-04 01:00:00,17.947,14.339,69.903,1.854,90.45,25.33,59
2020-01-04 02:00:00,19.815,16.946,59.448,1.505,92.067,25.163,59
2020-01-04 03:00:00,17.967,14.25,40.809,0.9,93.0,25.113,59
2020-01-04 04:00:00,20.746,16.777,57.957,0.965,93.0,25.01,59
2020-01-04 05:00:00,25.877,21.881,68.48,1.551,93.0,24.977,59
2020-01-04 06:00:00,20.141,15.698,77.833,1.561,93.0,24.845,59
2020-01-04 07:00:00,20.868,16.604,77.38,1.295,92.634,24.772,59
2020-01-04 08:00:00,23.025,18.207,69.526,0.986,92.384,24.879,58
2020-01-04 09:00:00,26.128,20.912,66.454,1.257,87.0,26.658,58
2020-01-04 10:00:00,24.832,19.206,117.213,0.474,76.083,30.063,58
2020-01-04 11:00:00,22.696,18.317,215.983,1.629,69.084,31.6,58
2020-01-04 12:00:00,21.361,17.921,220.169,2.544,71.664,31.073,58
2020-01-04 13:00:00,27.011,23.809,223.403,2.816,69.0,31.502,57
2020-01-04 14:00:00,26.281,23.714,229.391,3.205,65.9,31.732,56
2020-01-04 15:00:00,18.764,16.104,230.023,3.457,65.384,31.815,55
2020-01-04 16:00:00,27.224,24.402,235.0,3.518,68.033,31.875,55
2020-01-04 17:00:00,27.481,24.573,240.693,2.972,68.526,31.866,54
2020-01-04 18:00:00,20.318,17.145,240.495,1.893,73.867,30.685,53
2020-01-04 19:00:00,34.775,31.009,270.407,0.986,78.25,29.907,53
2020-01-04 20:00:00,29.928,26.446,327.362,0.711,78.895,29.655,53
2020-01-04 21:00:00,36.743,34.225,45.078,1.041,82.059,28.211,52
2020-01-04 22:00:00,20.225,16.735,39.502,1.786,87.45,26.955,52
2020-01-04 23:00:00,23.501,21.004,30.846,1.252,89.883,26.322,52
2020-01-05 00:00:00,10.953,8.907,76.512,1.646,92.0,25.622,53
2020-01-05 01:00:00,9.855,7.203,89.181,1.608,92.234,25.513,53
2020-01-05 02:00:00,8.093,5.07,94.582,1.076,92.234,25.52,53
2020-01-05 03:00:00,13.158,10.496,139.432,0.375,91.983,25.565,53
2020-01-05 04:00:00,9.915,6.854,58.886,0.784,92.15,25.562,53
2020-01-05 05:00:00,8.479,4.696,84.618,0.607,93.054,25.499,53
2020-01-05 06:00:00,12.736,8.993,72.806,2.03,93.95,25.194,54
2020-01-05 07:00:00,12.856,8.046,73.529,1.753,95.699,24.852,54
2020-01-05 08:00:00,24.402,19.805,85.261,1.561,93.568,24.998,54
2020-01-05 09:00:00,7.432,4.916,181.103,1.506,91.3,25.725,54
2020-01-05 10:00:00,6.088,4.702,274.112,0.614,94.032,25.142,53
2020-01-05 11:00:00,3.026,2.181,9.922,0.656,95.218,24.314,53
2020-01-05 12:00:00,4.586,3.37,59.365,0.807,94.347,24.773,51
2020-01-05 13:00:00,10.052,8.344,128.804,0.122,89.848,26.727,49
2020-01-05 14:00:00,3.342,2.423,228.54,0.687,86.028,27.579,47
2020-01-05 15:00:00,3.369,2.994,246.891,0.587,83.472,27.752,44
2020-01-05 16:00:00,3.836,3.142,248.596,0.696,79.642,28.513,41
2020-01-05 17:00:00,3.279,2.358,28.242,0.993,79.975,28.473,38
2020-01-05 18:00:00,2.543,1.657,6.437,0.651,78.49,28.958,36
2020-01-05 19:00:00,6.569,5.538,296.773,0.493,78.447,28.829,34
2020-01-05 20:00:00,8.978,6.875,16.508,0.518,84.279,27.493,33
2020-01-05 21:00:00,2.966,0.634,32.453,0.475,88.6,26.661,32
2020-01-05 22:00:00,2.919,0.437,78.048,0.279,90.1,26.172,32
2020-01-05 23:00:00,12.001,8.963,171.66,0.192,91.583,25.92,31
2020-01-06 00:00:00,14.614,12.562,14.462,0.849,95.1,25.702,31
2020-01-06 01:00:00,19.11,16.154,22.603,1.035,94.567,25.465,31
2020-01-06 02:00:00,15.211,11.583,10.021,0.793,94.383,25.312,31
2020-01-06 03:00:00,6.34,1.979,13.862,0.718,95.0,25.082,31
2020-01-06 04:00:00,15.379,11.574,23.002,0.612,95.25,24.702,30
2020-01-06 05:00:00,15.07,11.489,22.38,0.57,95.917,24.467,30
2020-01-06 06:00:00,6.626,1.695,30.132,0.661,95.5,24.31,29
2020-01-06 07:00:00,11.544,7.726,9.377,0.552,96.0,24.125,29
2020-01-06 08:00:00,15.476,11.155,243.181,0.2,94.8,24.75,28
2020-01-06 09:00:00,25.471,20.92,160.573,0.493,86.55,26.982,28
2020-01-06 10:00:00,9.146,4.777,178.095,0.421,77.741,29.364,28
2020-01-06 11:00:00,16.433,14.255,202.316,1.654,77.85,29.53,28
2020-01-06 12:00:00,6.757,3.441,195.315,2.76,80.15,29.07,29
2020-01-06 13:00:00,4.758,3.033,194.236,3.416,81.183,28.69,31
2020-01-06 14:00:00,12.581,10.86,197.156,3.315,80.184,29.037,34
2020-01-06 15:00:00,7.471,6.096,201.801,2.903,75.46,29.758,37
2020-01-06 16:00:00,5.092,4.072,227.592,2.58,76.633,30.007,40
2020-01-06 17:00:00,8.519,8.428,235.72,2.748,76.331,29.967,43
2020-01-06 18:00:00,2.309,1.364,228.971,2.399,77.344,29.912,46
2020-01-06 19:00:00,5.91,5.38,205.597,2.09,77.5,29.442,48
2020-01-06 20:00:00,12.209,10.087,194.181,2.4,80.208,28.565,49
2020-01-06 21:00:00,5.429,3.716,185.61,1.985,85.033,28.15,49
2020-01-06 22:00:00,14.691,13.784,159.335,1.235,84.832,27.911,49
2020-01-06 23:00:00,18.024,15.146,151.857,1.202,85.767,27.233,49
2020-01-07 00:00:00,46.922,31.418,106.632,0.894,85.517,27.072,48
2020-01-07 01:00:00,42.941,31.164,87.801,1.095,84.65,26.865,47
2020-01-07 02:00:00,38.967,28.472,91.009,0.852,87.601,26.049,46
2020-01-07 03:00:00,56.071,43.115,42.586,0.604,89.483,25.872,45
2020-01-07 04:00:00,54.181,40.171,357.259,0.544,91.85,25.672,44
2020-01-07 05:00:00,49.954,37.319,70.27,0.251,92.0,25.555,43
2020-01-07 06:00:00,42.855,31.172,321.654,0.17,92.867,25.232,43
2020-01-07 07:00:00,53.803,39.784,79.673,0.698,93.85,25.02,42
2020-01-07 08:00:00,45.849,31.768,58.344,0.158,93.567,25.172,42
2020-01-07 09:00:00,47.998,34.894,99.65,0.853,88.5,26.783,42
2020-01-07 10:00:00,32.449,18.513,146.027,1.405,81.629,28.314,42
2020-01-07 11:00:00,19.503,8.03,168.912,1.872,76.197,29.293,43
2020-01-07 12:00:00,29.607,19.763,194.207,2.445,73.801,29.916,44
2020-01-07 13:00:00,35.595,25.175,198.601,3.276,74.874,29.992,47
2020-01-07 14:00:00,14.727,3.799,190.439,3.483,72.77,30.787,50
2020-01-07 15:00:00,37.24,26.284,207.283,3.141,70.348,31.178,54
2020-01-07 16:00:00,12.246,2.071,213.09,3.152,72.063,31.131,59
2020-01-07 17:00:00,11.58,2.94,215.723,3.277,73.75,30.868,63
2020-01-07 18:00:00,32.802,25.631,211.351,2.691,73.717,30.935,67
2020-01-07 19:00:00,24.615,17.048,208.204,2.205,75.184,30.099,70
2020-01-07 20:00:00,18.128,8.723,192.27,1.464,73.133,29.783,72
2020-01-07 21:00:00,29.167,19.582,152.251,1.104,72.467,29.051,73
2020-01-07 22:00:00,31.091,22.6505,89.9375,0.77,79.85249999999999,27.958,74
2020-01-07 23:00:00,33.015,25.719,27.624,0.436,87.238,26.865,74
2020-01-08 00:00:00,14.61,8.423,18.041,0.782,87.883,25.381,74
2020-01-08 01:00:00,13.403,5.664,27.681,0.896,90.472,25.071,73
2020-01-08 02:00:00,16.175,8.824,48.355,0.797,90.9,25.025,73
2020-01-08 03:00:00,23.275,14.447,124.657,1.249,93.1,24.743,72
2020-01-08 04:00:00,19.993,11.251,103.911,0.778,93.378,24.595,72
2020-01-08 05:00:00,20.54,11.379,54.736,0.535,94.4,24.364,71
2020-01-08 06:00:00,24.975,15.7,89.751,0.689,95.0,24.31,71
2020-01-08 07:00:00,29.275,19.182,99.671,1.399,94.25,24.683,70
2020-01-08 08:00:00,31.796,21.25,93.843,1.567,93.017,24.835,69
2020-01-08 09:00:00,29.608,20.413,115.862,1.639,90.317,25.593,69
2020-01-08 10:00:00,10.755,3.169,149.063,1.819,81.017,27.87,68
2020-01-08 11:00:00,17.507,10.769,162.61,2.496,75.583,28.939,67
2020-01-08 12:00:00,16.488,10.373,186.605,3.077,72.817,29.642,65
2020-01-08 13:00:00,14.816,9.126,193.258,3.358,72.183,29.925,63
2020-01-08 14:00:00,13.536,10.663,199.335,3.159,69.484,30.393,62
2020-01-08 15:00:00,12.684,10.123,202.15,3.689,69.35,30.642,59
2020-01-08 16:00:00,11.322,8.669,211.499,3.083,70.4,30.418,57
2020-01-08 17:00:00,20.239,17.004,203.628,2.819,73.717,29.855,55
2020-01-08 18:00:00,9.005,6.629,198.886,2.289,72.294,30.086,54
2020-01-08 19:00:00,8.367,5.363,198.091,1.475,74.133,29.903,53
2020-01-08 20:00:00,10.354,6.277,166.448,1.118,75.128,29.165,52
2020-01-08 21:00:00,18.412,13.65,157.576,1.127,77.2,28.58,52
2020-01-08 22:00:00,29.724,21.099,150.755,0.994,77.683,28.082,51
2020-01-08 23:00:00,47.933,36.824,150.081,0.696,79.617,27.6,51
2020-01-09 00:00:00,20.444,14.339,73.08,1.22,86.983,26.027,52
2020-01-09 01:00:00,21.005,13.662,67.576,1.437,90.0,25.583,52
2020-01-09 02:00:00,28.143,21.154,32.823,1.21,92.583,24.903,52
2020-01-09 03:00:00,20.556,12.783,69.901,1.601,92.9,24.642,52
2020-01-09 04:00:00,17.547,9.203,63.991,1.245,93.95,24.273,51
2020-01-09 05:00:00,23.41,14.629,101.38,1.12,93.85,24.282,51
2020-01-09 06:00:00,36.859,27.008,162.453,1.612,91.033,25.127,51
2020-01-09 07:00:00,15.332,8.216,175.412,1.763,87.117,26.608,51
2020-01-09 08:00:00,20.598,10.17,143.522,1.169,86.734,26.382,50
2020-01-09 09:00:00,34.138,23.854,161.821,1.346,83.383,27.555,50
2020-01-09 10:00:00,17.442,7.618,168.962,1.776,77.867,28.9,50
2020-01-09 11:00:00,21.526,10.968,188.373,1.971,74.65,29.865,50
2020-01-09 12:00:00,40.525,28.31,198.382,2.718,74.017,30.198,50
2020-01-09 13:00:00,13.866,4.599,201.755,3.702,67.367,30.947,50
2020-01-09 14:00:00,25.1,15.267,217.44,3.681,76.467,30.424,50
2020-01-09 15:00:00,26.935,18.898,216.178,3.591,76.367,30.745,50
2020-01-09 16:00:00,16.189,6.008,218.455,3.195,73.6,31.062,51
2020-01-09 17:00:00,32.522,23.524,226.341,2.841,72.517,31.208,51
2020-01-09 18:00:00,28.985,18.976,210.301,2.759,73.867,30.203,51
2020-01-09 19:00:00,29.194,20.128,204.714,2.339,76.184,29.82,52
2020-01-09 20:00:00,30.414,20.73,156.198,1.271,79.1,29.069,52
2020-01-09 21:00:00,20.807,14.103,74.948,2.326,84.284,26.655,52
2020-01-09 22:00:00,19.209,13.677,69.89,1.385,85.311,26.018,52
2020-01-09 23:00:00,29.163,23.039,91.35,1.57,85.867,25.995,52
2020-01-10 00:00:00,21.598,15.531,25.446,0.871,89.867,26.282,53
2020-01-10 01:00:00,20.705,14.537,51.386,1.558,91.283,25.799,53
2020-01-10 02:00:00,22.511,16.03,50.307,1.43,93.383,25.363,53
2020-01-10 03:00:00,15.805,10.284,89.563,1.835,95.45,24.715,54
2020-01-10 04:00:00,21.502,14.671,132.257,1.182,94.711,24.641,54
2020-01-10 05:00:00,18.915,13.27,121.767,1.273,92.867,24.613,54
2020-01-10 06:00:00,18.483,11.848,90.286,1.605,94.383,24.223,54
2020-01-10 07:00:00,21.633,15.447,102.696,1.192,96.0,24.017,55
2020-01-10 08:00:00,21.736,9.744,94.866,1.391,95.567,24.357,55
2020-01-10 09:00:00,37.647,18.789,115.183,1.725,92.203,25.6,55
2020-01-10 10:00:00,23.744,13.399,136.379,1.499,85.5,27.233,55
2020-01-10 11:00:00,7.206,3.512,201.89,2.03,84.028,26.869,56
2020-01-10 12:00:00,4.582,2.22,218.392,2.439,81.417,27.232,56
2020-01-10 13:00:00,16.04,9.843,215.252,2.656,78.2,28.365,57
2020-01-10 14:00:00,3.952,3.289,233.068,2.388,71.117,29.43,57
2020-01-10 15:00:00,26.932,26.533,234.146,3.012,73.898,29.098,57
2020-01-10 16:00:00,8.479,4.221,236.257,2.981,79.099,29.22,58
2020-01-10 17:00:00,18.917,15.429,237.584,2.084,80.964,28.634,58
2020-01-10 18:00:00,17.429,13.034,247.758,0.677,81.862,28.394,58
2020-01-10 19:00:00,12.922,5.656,289.819,0.327,87.718,27.166,58
2020-01-10 20:00:00,11.684,7.121,28.593,1.617,93.904,25.114,58
2020-01-10 21:00:00,10.9,8.649,79.939,1.62,97.15,24.052,58
2020-01-10 22:00:00,16.932,13.765,94.125,1.46,97.0,23.926,57
2020-01-10 23:00:00,10.078,6.403,74.73,2.028,97.0,23.82,57
2020-01-11 00:00:00,18.679,13.667,55.798,1.521,95.333,23.609,56
2020-01-11 01:00:00,25.978,19.071,53.837,1.767,95.117,23.738,56
2020-01-11 02:00:00,7.196,1.173,30.158,0.792,96.0,23.549,55
2020-01-11 03:00:00,11.589,5.794,46.932,0.713,95.117,23.763,55
2020-01-11 04:00:00,12.924,6.243,37.215,0.898,95.0,23.728,54
2020-01-11 05:00:00,15.579,8.152,2.822,0.569,95.153,23.877,54
2020-01-11 06:00:00,16.751,10.245,268.739,1.09,95.933,24.098,53
2020-01-11 07:00:00,8.462,4.104,280.806,1.093,95.85,24.055,53
2020-01-11 08:00:00,9.385,5.817,277.577,0.879,94.834,24.047,53
2020-01-11 09:00:00,5.07,1.529,323.71,1.186,95.733,23.458,53
2020-01-11 10:00:00,9.697,4.879,54.483,1.966,96.033,23.993,53
2020-01-11 11:00:00,7.318,2.529,48.613,1.638,93.672,24.938,53
2020-01-11 12:00:00,5.967,2.062,17.154,0.905,88.909,26.159,53
2020-01-11 13:00:00,11.042,8.366,318.082,0.986,83.183,27.962,54
2020-01-11 14:00:00,10.343,7.548,275.019,1.006,80.017,29.178,56
2020-01-11 15:00:00,10.716,7.639,324.991,1.361,89.584,26.607,57
2020-01-11 16:00:00,10.483,9.05,297.819,1.104,89.017,27.427,59
2020-01-11 17:00:00,9.365,8.012,291.938,1.558,75.883,29.355,61
2020-01-11 18:00:00,9.866,7.572,291.605,1.407,76.233,29.007,62
2020-01-11 19:00:00,5.366,2.543,299.712,0.864,81.917,27.874,63
2020-01-11 20:00:00,6.175,2.382,320.974,0.366,86.133,26.969,63
2020-01-11 21:00:00,13.679,9.335,36.319,0.521,87.517,26.635,63
2020-01-11 22:00:00,26.043,19.148,58.063,1.07,90.767,25.964,62
2020-01-11 23:00:00,19.361,11.721,54.543,1.574,92.55,25.322,61
2020-01-12 00:00:00,26.811,18.721,44.71,0.698,91.283,25.732,59
2020-01-12 01:00:00,17.121,8.437,11.768,0.564,92.883,25.258,58
2020-01-12 02:00:00,17.101,9.33,25.006,0.641,93.35,25.147,56
2020-01-12 03:00:00,27.553,17.631,63.763,0.859,94.817,24.968,54
2020-01-12 04:00:00,32.508,20.802,70.231,0.801,95.0,24.785,52
2020-01-12 05:00:00,31.437,22.815,92.209,0.649,93.964,24.571,49
2020-01-12 06:00:00,6.046,2.079,54.395,0.797,97.267,23.789,47
2020-01-12 07:00:00,6.938,3.899,109.626,2.251,98.0,23.657,44
2020-01-12 08:00:00,5.052,3.823,90.234,0.734,98.0,23.504,42
2020-01-12 09:00:00,7.599,5.073,176.939,0.562,98.0,23.64,40
2020-01-12 10:00:00,16.303,13.541,54.797,0.914,97.95,24.308,38
2020-01-12 11:00:00,17.703,12.907,54.216,1.002,92.633,26.562,37
2020-01-12 12:00:00,10.368,7.955,322.264,0.397,84.245,28.669,37
2020-01-12 13:00:00,11.449,6.404,243.601,1.545,80.9,29.63,37
2020-01-12 14:00:00,4.427,2.551,250.952,1.774,76.95,29.984,38
2020-01-12 15:00:00,8.631,5.893,248.301,2.183,77.317,29.399,40
2020-01-12 16:00:00,5.31,2.309,242.24,2.531,79.367,29.117,42
2020-01-12 17:00:00,10.039,6.859,238.136,2.315,84.16,28.144,44
2020-01-12 18:00:00,8.895,4.06,244.464,1.22,86.45,27.622,46
2020-01-12 19:00:00,14.654,9.602,239.957,0.405,87.051,27.438,48
2020-01-12 20:00:00,17.23,11.455,50.636,1.245,88.234,26.805,49
2020-01-12 21:00:00,20.674,13.88,72.483,1.758,89.867,25.627,50
2020-01-12 22:00:00,21.15,12.056,52.613,1.153,90.733,25.353,50
2020-01-12 23:00:00,16.51,9.796,39.103,0.626,92.5,25.042,50
2020-01-13 00:00:00,43.731,33.693,40.401,0.653,88.967,24.854,49
2020-01-13 01:00:00,15.914,11.877,41.561,0.919,91.367,24.557,49
2020-01-13 02:00:00,15.624,10.681,55.808,0.95,92.95,24.053,48
2020-01-13 03:00:00,22.712,17.847,25.999,0.634,93.643,23.855,47
2020-01-13 04:00:00,15.347,9.373,56.022,1.102,93.6,23.742,47
2020-01-13 05:00:00,21.92,16.293,73.731,1.556,93.466,23.781,46
2020-01-13 06:00:00,29.895,24.217,74.923,0.961,93.072,23.61,45
2020-01-13 07:00:00,29.921,22.697,49.152,0.908,94.0,23.434,45
2020-01-13 08:00:00,33.483,24.558,86.306,0.823,94.15,23.567,44
2020-01-13 09:00:00,43.551,31.872,82.529,1.192,89.933,25.042,44
2020-01-13 10:00:00,45.803,35.822,82.677,1.546,84.534,26.888,43
2020-01-13 11:00:00,49.497,44.346,218.382,0.259,73.787,29.92,43
2020-01-13 12:00:00,33.235,27.792,207.834,1.919,73.333,29.977,44
2020-01-13 13:00:00,28.849,24.754,225.595,2.044,70.85,30.282,45
2020-01-13 14:00:00,27.249,22.711,228.357,2.608,70.617,30.615,46
2020-01-13 15:00:00,34.185,29.735,241.216,2.957,70.889,30.534,47
2020-01-13 16:00:00,38.619,35.043,247.173,2.634,73.373,30.208,49
2020-01-13 17:00:00,22.758,18.392,247.125,2.856,77.593,29.543,50
2020-01-13 18:00:00,17.758,14.086,240.033,2.404,82.117,28.432,51
2020-01-13 19:00:00,19.459,15.486,233.894,2.355,84.184,28.075,53
2020-01-13 20:00:00,17.746,14.89,254.732,1.151,84.414,27.555,53
2020-01-13 21:00:00,23.735,21.974,23.916,2.235,89.185,25.032,54
2020-01-13 22:00:00,16.822,13.466,152.338,0.443,95.783,22.982,55
2020-01-13 23:00:00,11.669,8.696,94.362,0.723,94.217,23.698,55
2020-01-14 00:00:00,15.648,12.04,63.019,0.8,94.5,23.472,55
2020-01-14 01:00:00,16.382,13.418,65.142,1.442,94.1,23.655,56
2020-01-14 02:00:00,16.107,11.8,69.928,1.261,94.533,23.788,56
2020-01-14 03:00:00,16.199,12.85,67.848,1.063,92.693,24.163,57
2020-01-14 04:00:00,20.959,15.95,63.718,0.906,92.8,24.3,57
2020-01-14 05:00:00,29.853,23.568,69.76,0.933,92.55,24.437,58
2020-01-14 06:00:00,30.047,22.987,31.188,1.01,94.579,24.288,58
2020-01-14 07:00:00,22.675,15.894,27.062,0.67,95.2,23.968,58
2020-01-14 08:00:00,32.696,25.568,27.988,0.559,95.0,23.914,58
2020-01-14 09:00:00,25.331,18.451,20.941,0.94,91.167,25.344,59
2020-01-14 10:00:00,31.84,26.553,58.671,0.862,78.383,28.047,59
2020-01-14 11:00:00,32.312,28.808,23.893,0.997,72.689,29.241,59
2020-01-14 12:00:00,18.593,14.752,122.175,0.429,64.217,30.963,58
2020-01-14 13:00:00,20.494,16.568,246.251,1.475,64.996,31.161,58
2020-01-14 14:00:00,22.069,18.432,234.895,2.695,66.786,30.479,58
2020-01-14 15:00:00,21.862,17.879,239.737,2.344,65.217,31.017,58
2020-01-14 16:00:00,25.241,21.249,238.355,2.914,67.09,30.55,58
2020-01-14 17:00:00,17.028,12.642,248.676,2.409,66.95,30.778,58
2020-01-14 18:00:00,25.581,21.785,244.215,2.43,72.904,30.078,58
2020-01-14 19:00:00,23.46,18.575,242.47,1.46,77.4,29.184,58
2020-01-14 20:00:00,28.63,25.486,235.58,1.001,80.833,28.235,58
2020-01-14 21:00:00,24.334,20.746,227.296,0.565,82.317,27.782,57
2020-01-14 22:00:00,26.59,22.655,169.846,0.202,85.461,27.226,57
2020-01-14 23:00:00,23.105,19.131,123.228,0.447,88.414,26.716,57
2020-01-15 00:00:00,35.212,29.536,123.344,0.69,89.033,26.523,57
2020-01-15 01:00:00,47.305,37.981,103.286,1.166,89.534,26.11,57
2020-01-15 02:00:00,41.136,33.126,79.375,1.231,92.317,25.492,57
2020-01-15 03:00:00,47.205,39.146,50.381,0.355,93.0,25.29,56
2020-01-15 04:00:00,35.93,27.638,260.036,0.152,93.617,24.955,56
2020-01-15 05:00:00,36.591,28.393,91.432,0.319,94.417,24.64,56
2020-01-15 06:00:00,33.709,19.071,45.343,0.709,95.25,24.403,56
2020-01-15 07:00:00,29.926,19.53,66.689,1.339,95.3,24.06,55
2020-01-15 08:00:00,32.692,24.094,50.082,1.11,94.839,23.783,55
2020-01-15 09:00:00,42.334,34.06,40.116,0.78,93.267,24.393,55
2020-01-15 10:00:00,39.056,29.903,49.529,1.191,85.9,26.642,55
2020-01-15 11:00:00,38.244,32.043,35.599,0.982,74.383,29.575,55
2020-01-15 12:00:00,25.737,20.876,228.441,1.661,64.892,30.988,55
2020-01-15 13:00:00,24.613,19.867,231.337,2.563,68.067,30.399,56
2020-01-15 14:00:00,25.76,18.963,237.311,2.905,71.47,30.353,56
2020-01-15 15:00:00,24.416,18.923,245.872,3.165,72.633,30.433,56
2020-01-15 16:00:00,26.834,22.756,246.911,3.024,73.966,30.233,57
2020-01-15 17:00:00,23.785,19.912,251.611,2.359,71.05,30.572,57
2020-01-15 18:00:00,29.003,24.32,252.721,2.148,72.817,30.159,58
2020-01-15 19:00:00,22.017,16.321,249.31,1.752,75.449,29.568,58
