DATE TIME,PM10 1H (µg/m3),PM2.5 1H (µg/m3),SO2 1H (ppm),NO2 1H (ppm),O3 1H (ppm),CO 1H (ppm),WIND DIRECTION 1H (°),WIND SPEED 1H (m/s),RELATIVE HUMIDITY 1H (%),Ambient Temperature 1H (°c),API
2020-01-01 00:00:00,30.963,23.973,0.001,0.038,0.0008,1.476,184.43,0.141,81.034,26.704,57
2020-01-01 01:00:00,25.518,20.53,0.0009,0.0273,0.001,1.178,351.209,0.197,77.083,27.122,57
2020-01-01 02:00:00,11.578,7.929,0.0007,0.004,0.0139,0.584,25.83,1.324,71.55,27.44,56
2020-01-01 03:00:00,30.381,23.1,0.0007,0.0105,0.0074,0.81,329.272,1.084,76.885,26.52,56
2020-01-01 04:00:00,58.376,47.281,0.0009,0.0156,0.0039,1.134,305.528,0.675,86.915,25.193,56
2020-01-01 05:00:00,59.642,48.187,0.0009,0.0159,0.0032,1.098,337.128,0.875,88.924,24.719,56
2020-01-01 06:00:00,42.021,33.232,0.0010999999999999,0.0143,0.001,1.027,266.204,0.212,88.234,24.365,56
2020-01-01 07:00:00,27.678,21.104,0.0013,0.01,0.0043,0.816,341.147,0.217,84.21,24.08,56
2020-01-01 08:00:00,8.686,4.391,0.0007,0.0061,0.011,0.6445,323.973,0.558,76.054,24.999,56
2020-01-01 09:00:00,11.044,3.639,0.0006,0.0026,0.0182,0.473,25.014,1.305,66.067,27.205,56
2020-01-01 10:00:00,12.923,6.097,0.0007,0.00295,0.0254,0.448,18.617,1.591,57.784,29.035,56
2020-01-01 11:00:00,10.422,3.211,0.0007,0.0033,0.0285,0.467,36.379,1.939,52.683,30.365,56
2020-01-01 12:00:00,9.739,3.095,0.0005,0.0029,0.0302,0.448,34.227,2.281,51.45,30.969,56
2020-01-01 13:00:00,7.207,0.634,0.0006,0.0016,0.0318,0.455,27.156,2.386,49.426,31.75,56
2020-01-01 14:00:00,11.925,4.409,0.0006,0.0014,0.0297,0.526,55.201,2.192,47.95,32.309,56
2020-01-01 15:00:00,9.573,3.381,0.0006,0.0019,0.0305,0.592,42.598,1.738,46.867,32.813,56
2020-01-01 16:00:00,7.26,0.585,0.0006,0.0011,0.0314,0.521,26.339,1.697,46.38,32.758,56
2020-01-01 17:00:00,15.949,10.734,0.0005,0.001,0.0306,0.522,44.488,1.503,45.117,33.315,56
2020-01-01 18:00:00,21.234,15.907,0.0005,0.00575,0.0292,0.489,41.829,1.994,44.35,33.06,56
2020-01-01 19:00:00,27.175,17.212,0.001,0.0105,0.0525,0.755,143.822,0.978,54.85,31.7,56
