DATE TIME,PM10 1H (µg/m3),PM2.5 1H (µg/m3),SO2 1H (ppm),NO2 1H (ppm),O3 1H (ppm),CO 1H (ppm),WIND DIRECTION 1H (°),WIND SPEED 1H (m/s),RELATIVE HUMIDITY 1H (%),Ambient Temperature 1H (°c),API
2020-01-01 00:00:00,7.654,5.778,0.0001,0.003,0.0165,0.273,61.924,2.611,68.283,28.457,52
2020-01-01 01:00:00,7.816,5.82,0.0002,0.0029,0.0158,0.247,71.398,1.843,70.233,27.868,51
2020-01-01 02:00:00,14.079,12.047,0.0002,0.0046,0.0144,0.33,54.811,2.195,72.55,27.357,51
2020-01-01 03:00:00,6.621,5.141,0.0001,0.0034,0.0147,0.25,62.167,1.617,74.217,26.829,51
2020-01-01 04:00:00,10.155,7.93,0.0001,0.0067,0.0093,0.33,60.798,0.68,78.069,26.083,51
2020-01-01 05:00:00,8.747,6.732,0.0005,0.00704,0.0088,0.303,59.844,1.071,76.767,25.845,51
2020-01-01 06:00:00,6.456,4.231,0.0,0.00738,0.0101,0.328,66.891,0.838,75.385,25.564,51
2020-01-01 07:00:00,7.022,3.89,0.0001,0.0077199999999999,0.0112,0.3409999999999999,73.756,1.265,75.067,25.319,51
2020-01-01 08:00:00,10.655,6.66,0.0001,0.00806,0.0135,0.354,63.758,1.11,73.069,25.649,51
2020-01-01 09:00:00,16.222,10.297,0.0003,0.0084,0.0184,0.409,60.878,1.243,69.434,27.08,51
2020-01-01 10:00:00,10.884,6.656,0.00035,0.0025,0.0233,0.171,64.297,2.349,58.567,29.017,51
2020-01-01 11:00:00,9.661,1.892,0.0004,0.0021,0.0254,0.245,65.174,2.579,54.817,30.18,51
2020-01-01 12:00:00,9.02,4.717,0.0001,0.0019,0.0266,0.181,66.975,2.738,51.8,31.232,51
2020-01-01 13:00:00,10.755,6.469,0.0001,0.0019,0.0271,0.202,65.096,2.854,51.017,31.717,51
2020-01-01 14:00:00,13.241,9.606,0.0003,0.0021,0.0264,0.19,63.866,3.029,49.655,32.243,50
2020-01-01 15:00:00,9.641,6.039,0.0003,0.0017,0.0259,0.188,68.319,2.826,48.91,32.586,49
2020-01-01 16:00:00,11.194,7.317,0.0001,0.002,0.0252,0.323,64.912,2.377,48.483,33.047,48
2020-01-01 17:00:00,9.872,6.311,0.0002,0.0024,0.0254,0.283,62.44,2.473,47.938,32.817,47
2020-01-01 18:00:00,11.402,8.026,0.0002,0.0024,0.0253,0.326,63.455,2.513,48.65,32.755,45
2020-01-01 19:00:00,25.315,21.706,0.0002,0.004,0.0234,0.533,70.948,2.055,51.57,32.025,44
2020-01-01 20:00:00,23.442,19.299,0.0002,0.0073,0.0183,0.553,70.189,1.54,57.317,30.623,42
2020-01-01 21:00:00,54.389,50.965,0.0004,0.0096,0.0162,0.727,59.949,1.647,62.017,29.603,40
2020-01-01 22:00:00,19.48,15.04,0.0003,0.0148,0.0069,0.902,74.055,0.342,67.917,28.362,39
2020-01-01 23:00:00,29.462,24.436,0.0005,0.0194,0.0044,0.886,59.135,0.4,73.542,27.39,37
2020-01-02 00:00:00,24.299,21.148,0.0009,0.0192,0.0103,1.075,58.183,0.161,90.894,26.211,36
2020-01-02 01:00:00,26.74,24.35,0.0009,0.0224,0.0062,1.22,63.267,0.305,91.467,26.095,35
2020-01-02 02:00:00,37.081,33.07,0.001,0.0271,0.0027,1.169,80.819,0.3,92.417,25.927,34
2020-01-02 03:00:00,31.247,27.254,0.001,0.022,0.0027,1.143,82.595,0.379,93.267,25.715,33
2020-01-02 04:00:00,47.34,41.873,0.001,0.0215,0.0019,1.321,65.376,0.686,91.767,25.79,33
2020-01-02 05:00:00,32.258,27.807,0.0008,0.02072,0.0045,0.987,79.861,0.711,86.667,25.748,33
2020-01-02 06:00:00,19.573,15.954,0.0006,0.01994,0.0065,0.879,85.591,0.429,83.583,25.843,33
2020-01-02 07:00:00,19.531,14.74,0.0009,0.01916,0.0046,0.9515,91.193,0.432,84.5,25.58,33
2020-01-02 08:00:00,22.05,15.486,0.001,0.01838,0.004,1.024,85.586,0.559,83.338,25.708,34
2020-01-02 09:00:00,19.472,14.089,0.0011,0.0176,0.0142,1.171,73.089,0.701,77.961,27.087,35
2020-01-02 10:00:00,13.277,10.454,0.00105,0.0046,0.0244,0.671,55.513,2.573,69.567,28.715,37
2020-01-02 11:00:00,3.216,0.852,0.001,0.0040166666666666,0.0303,0.61,63.473,3.334,64.979,29.654,39
2020-01-02 12:00:00,14.177,11.268,0.0007,0.0034333333333333,0.0314,0.602,60.211,3.698,62.717,30.282,41
2020-01-02 13:00:00,11.078,7.408,0.0006,0.00285,0.0318,0.601,68.911,3.496,60.6,30.858,43
2020-01-02 14:00:00,16.303,12.256,0.0006,0.0022666666666666,0.0313,0.611,58.081,3.499,58.657,31.449,46
2020-01-02 15:00:00,12.289,8.231,0.0006,0.0016833333333333,0.0312,0.592,54.976,3.396,57.083,31.765,48
2020-01-02 16:00:00,15.59,10.164,0.0006,0.0011,0.0291,0.645,57.723,3.352,59.033,31.135,50
2020-01-02 17:00:00,4.913,0.832,0.0007,0.0014,0.0283,0.618,58.269,3.253,61.767,30.5,51
2020-01-02 18:00:00,23.008,18.806,0.0007,0.0028,0.0285,0.686,54.834,1.971,61.95,30.503,53
2020-01-02 19:00:00,16.757,13.564,0.0008,0.0013,0.0287,0.657,57.217,2.944,61.65,30.547,54
2020-01-02 20:00:00,16.981,14.466,0.0008,0.0027,0.0275,0.721,53.924,3.177,67.05,28.648,54
2020-01-02 21:00:00,55.615,51.86,0.0008,0.0037,0.0258,0.77,57.73,2.429,67.833,28.46,55
2020-01-02 22:00:00,37.955,33.382,0.0009,0.0018,0.0277,0.684,59.744,2.237,68.217,28.447,55
2020-01-02 23:00:00,13.102,10.464,0.0008,0.0033,0.0257,0.721,62.642,1.584,67.9,28.552,55
2020-01-03 00:00:00,42.122,32.571,0.0021,0.0222,0.0178,1.172,60.421,0.986,74.95,28.54,55
2020-01-03 01:00:00,42.793,31.578,0.0014,0.0251,0.0093,1.173,70.41,0.909,75.217,28.05,55
2020-01-03 02:00:00,32.056,24.055,0.0011,0.0177,0.0135,1.031,65.082,1.571,76.4,27.494,55
2020-01-03 03:00:00,34.609,28.461,0.001,0.0154,0.0123,0.977,73.616,1.273,76.567,27.013,55
2020-01-03 04:00:00,26.73,19.91,0.0009,0.0121,0.0145,0.92,59.716,1.676,76.7,26.67,55
2020-01-03 05:00:00,29.922,24.311,0.0007,0.01212,0.0152,0.912,65.08,1.246,76.036,26.545,55
2020-01-03 06:00:00,25.655,19.522,0.0006,0.01214,0.0154,0.903,63.103,1.003,76.667,26.415,55
2020-01-03 07:00:00,27.467,20.565,0.0007,0.01216,0.0144,0.836,61.666,1.391,77.85,26.177,55
2020-01-03 08:00:00,31.309,24.219,0.0007,0.01218,0.0138,0.868,69.156,1.189,77.0,26.217,55
2020-01-03 09:00:00,28.699,21.989,0.0009,0.0122,0.0169,1.013,65.971,0.879,73.15,27.827,55
2020-01-03 10:00:00,26.149,18.045,0.001,0.0069,0.02,0.876,71.469,1.513,66.35,29.505,55
2020-01-03 11:00:00,28.092,20.206,0.0011,0.0045,0.0319,0.805,81.412,1.185,58.37,31.809,55
2020-01-03 12:00:00,26.339,18.657,0.0022,0.0069,0.0434,0.796,339.182,1.3431666666666666,52.817,33.245,56
2020-01-03 13:00:00,33.124,23.759,0.0015,0.0063,0.0573,0.787,323.409,1.5013333333333334,49.767,34.563,56
2020-01-03 14:00:00,31.91,23.887,0.001,0.00535,0.0604,0.828,292.965,1.6595,50.643,34.271,56
2020-01-03 15:00:00,28.418,20.258,0.0008,0.0044,0.0472,0.793,324.702,1.8176666666666668,54.5,33.758,56
2020-01-03 16:00:00,35.392,27.223,0.0007,0.0051,0.0468,0.813,319.52,1.975833333333333,52.3,34.533,57
2020-01-03 17:00:00,30.919,23.125,0.0006,0.0039,0.035,0.759,52.921,2.134,53.617,33.15,57
2020-01-03 18:00:00,32.321,23.67,0.0008,0.0079,0.0327,0.922,58.754,0.488,56.667,32.444,57
2020-01-03 19:00:00,33.019,26.064,0.0009,0.0126,0.0323,1.15,231.972,0.524,70.017,30.027,57
2020-01-03 20:00:00,32.183,25.968,0.0007,0.0164,0.0302,1.189,158.199,0.544,73.2,29.477,58
2020-01-03 21:00:00,35.094,28.105,0.0007,0.0202,0.022,1.348,130.246,0.349,76.75,29.003,58
2020-01-03 22:00:00,45.354,36.89,0.0008,0.0206,0.0178,1.415,69.047,0.389,79.633,28.662,58
2020-01-03 23:00:00,45.646,36.95,0.001,0.0197,0.0115,1.438,63.066,0.485,80.3,28.178,58
2020-01-04 00:00:00,37.71,30.945,0.0007,0.0073,0.0045,0.84,61.122,0.632,91.614,25.965,58
2020-01-04 01:00:00,28.653,21.965,0.0007,0.0041,0.0043,0.783,56.58,0.588,92.592,25.575,59
2020-01-04 02:00:00,28.83,21.431,0.0007,0.0039,0.0051,0.713,87.355,0.672,91.284,25.314,59
2020-01-04 03:00:00,26.435,19.803,0.0007,0.0034,0.0055,0.696,82.086,0.676,91.111,25.151,59
2020-01-04 04:00:00,26.459,19.005,0.0006,0.0026,0.005,0.693,76.444,0.405,93.119,24.895,59
2020-01-04 05:00:00,26.959,18.464,0.0008,0.00260625,0.0053,0.732,62.597,0.765,93.1,24.807,60
2020-01-04 06:00:00,31.172,24.987,0.0006,0.0026125,0.0023,0.782,65.433,0.654,92.184,24.684,60
2020-01-04 07:00:00,27.097,20.706,0.0007,0.00261875,0.0022,0.784,69.27,0.696,91.218,24.619,60
2020-01-04 08:00:00,35.247,27.628,0.0008,0.0026249999999999,0.0015,0.975,65.132,0.906,90.267,24.882,60
2020-01-04 09:00:00,35.574,31.018,0.0008,0.00263125,0.0085125,0.956,79.277,0.612,79.734,28.122,60
2020-01-04 10:00:00,33.928,28.013,0.0008333333333333,0.0026375,0.0155249999999999,0.961,109.669,0.249,69.25,31.254,60
2020-01-04 11:00:00,21.971,16.589,0.0008666666666666,0.00264375,0.0225375,0.926,27.985,1.39,61.767,33.038,60
2020-01-04 12:00:00,17.113,12.97,0.0009,0.00265,0.02955,0.87825,159.96,0.598,55.267,33.947,60
2020-01-04 13:00:00,14.471,11.207,0.0009333333333333,0.00265625,0.0365625,0.8305,331.327,0.8825000000000001,54.85,34.355,60
2020-01-04 14:00:00,53.178,49.118,0.0009666666666666,0.0026625,0.043575,0.7827500000000001,297.443,1.167,53.3,34.352,59
2020-01-04 15:00:00,27.594,22.239,0.001,0.00266875,0.0505875,0.735,275.812,0.167,53.917,34.252,59
2020-01-04 16:00:00,50.461,47.413,0.0002,0.002675,0.0576,0.769,22.7,0.164,52.931,34.923,59
2020-01-04 17:00:00,26.932,21.519,0.0002333333333333,0.00268125,0.0483,0.855,327.995,0.603,61.317,33.158,59
2020-01-04 18:00:00,40.728,35.749,0.0002666666666666,0.0026875,0.0477,0.874,37.255,0.892,71.167,30.325,58
2020-01-04 19:00:00,53.927,49.114,0.0003,0.00269375,0.0474,1.038,103.849,0.593,78.211,29.198,58
2020-01-04 20:00:00,40.397,36.053,0.0009,0.0027,0.0311,0.94,51.437,0.277,78.817,28.557,58
2020-01-04 21:00:00,30.815,25.271,0.0009,0.0026,0.0306,0.943,88.951,0.274,80.833,28.057,59
2020-01-04 22:00:00,39.208,34.624,0.0009,0.0019,0.0311,0.859,65.872,0.421,80.822,28.026,59
2020-01-04 23:00:00,41.02,35.189,0.0009,0.0034,0.0204,0.881,62.986,1.197,82.667,27.647,59
2020-01-05 00:00:00,10.763,6.66,0.0004,0.0035,0.0049,0.8731,74.44,0.94,92.55,25.563,59
2020-01-05 01:00:00,14.784,7.833,0.0005,0.0044,0.0027,0.8652,70.853,1.095,94.05,25.384,59
2020-01-05 02:00:00,15.696,6.852,0.0004,0.0037,0.002,0.8573,95.281,0.597,94.567,25.145,59
