DATE TIME,PM10 1H (µg/m3),PM2.5 1H (µg/m3),SO2 1H (ppm),NO2 1H (ppm),O3 1H (ppm),CO 1H (ppm),WIND DIRECTION 1H (°),WIND SPEED 1H (m/s),RELATIVE HUMIDITY 1H (%),Ambient Temperature 1H (°c),API
2020-01-01 00:00:00,42.447,27.575,0.0011,0.0184,0.0038,1.07,213.794,0.152,91.643,24.997,56
2020-01-01 01:00:00,32.195,22.874,0.001,0.01,0.0094,0.736,71.741,0.62,87.743,25.993,56
2020-01-01 02:00:00,22.986,13.918,0.0009,0.007,0.0057,0.959,175.859,0.221,89.73,25.264,56
2020-01-01 03:00:00,18.843,8.776,0.0009,0.0055,0.0044,0.731,212.049,0.281,93.755,24.138,55
2020-01-01 04:00:00,14.334,6.197,0.0011,0.0076,0.0046,0.729,114.998,0.375,92.629,23.94,55
2020-01-01 05:00:00,16.306,8.883,0.0011,0.0081,0.0037,0.594,169.287,0.226,92.783,23.614,55
2020-01-01 06:00:00,19.43,10.85,0.0009,0.0068,0.00355,0.67,182.579,0.11,96.016,22.675,55
2020-01-01 07:00:00,15.957,8.372,0.00095,0.0063,0.0034,0.515,180.83,0.138,94.92,22.33,55
2020-01-01 08:00:00,15.094,6.254,0.001,0.00675,0.0018,0.55,237.036,0.241,96.304,22.244,55
2020-01-01 09:00:00,24.029,15.409,0.0009,0.0072,0.0086,0.502,108.052,0.425,78.076,26.547,55
2020-01-01 10:00:00,17.213,9.677,0.0008,0.0034,0.0225,0.454,59.499,1.974,65.25,28.634,55
2020-01-01 11:00:00,13.306,5.144,0.0008,0.0008,0.0305,0.412,54.601,3.256,56.267,30.174,55
2020-01-01 12:00:00,17.169,9.06,0.0008,0.0002,0.0311,0.368,69.045,3.481,52.933,31.26,55
2020-01-01 13:00:00,9.222,0.651,0.0008,0.0001666666666666,0.0306,0.363,61.425,3.761,49.882,32.062,55
