,prediction,actual
0,56.571983,58.0
1,57.75428,58.0
2,58.060993,59.0
3,58.98435,59.0
4,59.286625,59.0
5,59.419865,58.0
6,58.26115,58.0
7,57.798355,58.0
8,57.654804,58.0
9,57.691353,58.0
10,57.80136,58.0
11,57.95362,58.0
12,58.087543,58.0
13,58.200367,58.0
14,58.178364,58.0
15,58.06872,58.0
16,57.85949,58.0
17,57.880108,58.0
18,57.90752,57.0
19,57.082138,57.0
20,56.675053,57.0
21,56.5946,57.0
22,56.657246,57.0
23,56.77741,57.0
24,56.758816,56.0
25,55.749012,56.0
26,55.45226,56.0
27,55.485325,56.0
28,55.5257,56.0
29,55.665947,58.0
30,57.47002,58.0
31,58.374023,58.0
32,58.635624,57.0
33,57.679012,57.0
34,57.155502,57.0
35,56.8275,57.0
36,56.690556,57.0
37,56.692833,57.0
38,56.77989,57.0
39,56.916843,57.0
40,57.153736,57.0
41,57.211403,56.0
42,56.13212,56.0
43,55.693207,56.0
44,55.47538,55.0
45,54.548855,55.0
46,54.339954,55.0
47,54.50236,55.0
48,54.7689,55.0
49,54.839523,55.0
50,54.892017,55.0
51,54.913136,55.0
52,54.812958,55.0
53,54.78003,53.99999999999999
54,53.901012,55.0
55,54.5354,55.0
56,54.815853,55.0
57,54.959106,55.0
58,55.049164,55.0
59,55.074947,55.0
60,55.06267,55.0
61,55.02989,55.0
62,55.01374,55.0
63,55.054386,55.0
64,55.12312,56.0
65,56.17424,56.0
66,56.49101,56.0
67,56.417397,56.0
68,56.114906,57.0
69,56.830803,57.0
70,56.98516,57.0
71,56.921253,57.0
72,56.6992,57.0
73,56.646793,57.0
74,56.682785,57.0
75,56.70174,57.0
76,56.688824,57.0
77,56.73464,56.0
78,55.879322,55.0
79,54.745106,55.0
80,54.437355,55.0
81,54.43967,55.0
82,54.60152,55.0
83,54.779617,55.0
84,54.928448,53.99999999999999
85,54.172188,53.99999999999999
86,53.91435,53.99999999999999
87,53.897907,53.99999999999999
88,53.95117,53.99999999999999
89,53.993862,53.99999999999999
90,53.960762,53.99999999999999
91,53.818592,53.99999999999999
92,53.89189,55.0
93,54.824158,55.0
94,55.143307,55.0
95,54.922203,55.0
96,54.504288,55.0
97,54.524693,55.0
98,54.688572,55.0
99,54.746628,55.0
100,54.76935,56.0
101,55.618343,56.0
102,55.986908,57.0
103,56.999565,57.0
104,57.303238,57.0
105,57.333073,57.0
106,57.283543,57.0
107,57.178043,57.0
108,57.08154,57.0
109,57.01386,57.0
110,56.91517,57.0
111,56.92326,57.0
112,56.987476,57.0
113,57.12827,58.0
114,58.136806,58.0
115,58.36463,58.0
116,58.28484,58.0
117,58.03106,58.0
118,57.64427,58.0
119,57.592144,57.0
120,56.57922,57.0
121,56.17779,57.0
122,56.26048,57.0
123,56.499023,56.0
124,55.817127,55.0
125,54.845097,55.0
126,54.571606,53.99999999999999
127,53.726032,53.99999999999999
128,53.596394,53.99999999999999
129,53.714233,53.99999999999999
130,53.920506,53.99999999999999
131,54.115227,53.99999999999999
132,54.249928,53.99999999999999
133,54.285614,53.99999999999999
134,54.14512,55.0
135,54.88056,55.0
136,55.12569,53.99999999999999
137,54.214542,53.99999999999999
138,53.733284,53.99999999999999
139,53.50708,53.99999999999999
140,53.471737,53.99999999999999
141,53.569077,53.99999999999999
142,53.73693,55.0
143,54.71224,57.0
144,56.51923,58.0
145,58.60733,59.0
146,59.81601,60.0
147,60.834778,61.0
148,61.527336,62.0
149,62.286976,63.0
150,63.064503,64.0
151,64.14085,64.0
152,64.580124,64.0
153,64.553665,65.0
154,65.14662,65.0
155,65.2529,65.0
156,65.233154,66.0
157,66.07648,66.0
158,66.39859,66.0
159,66.43857,66.0
160,66.49682,66.0
161,66.31628,67.0
162,67.19589,67.0
163,67.25989,66.0
164,66.02725,66.0
165,65.1429,65.0
166,63.556553,64.0
167,62.39669,62.0
168,60.614918,62.0
169,60.38039,60.0
170,58.83725,59.0
171,57.831627,59.0
172,57.909397,58.0
173,57.397835,57.0
174,56.568638,57.0
175,56.541527,57.0
176,56.706066,57.0
177,56.86062,57.0
178,56.958828,58.0
179,57.815517,58.0
180,58.10096,58.0
181,58.179672,58.0
182,58.209732,58.0
183,58.02833,59.0
184,58.928432,60.0
185,60.125515,60.0
186,60.40204,59.0
187,59.07774,61.0
188,60.454285,61.0
189,60.93449,71.0
190,68.77545,64.0
191,64.78461,71.0
192,69.322464,64.0
193,64.43604,64.0
194,63.013805,64.0
195,62.61697,64.0
196,62.840645,64.0
197,63.314693,64.0
198,63.811638,64.0
199,64.14757,65.0
200,65.17519,65.0
201,65.4881,65.0
202,65.45435,65.0
203,65.303795,65.0
204,65.20614,64.0
205,64.1103,64.0
206,63.610462,64.0
207,63.505642,62.0
208,61.64074,62.0
209,61.02846,61.0
210,59.992924,62.0
211,60.967167,62.0
212,61.741047,62.0
213,62.13807,60.0
214,60.04289,61.0
215,60.12053,60.0
216,59.395855,59.0
217,58.376785,60.0
218,59.042194,60.0
219,59.613716,59.0
220,59.032974,59.0
221,58.957054,59.0
222,58.942368,59.0
223,58.966663,59.0
224,59.028156,59.0
225,59.034798,59.0
226,58.987434,59.0
227,58.971684,59.0
228,58.944973,59.0
229,59.018024,58.0
230,58.150677,58.0
231,57.67332,58.0
232,57.506393,58.0
233,57.866238,57.0
234,56.810955,57.0
235,56.710583,56.0
236,55.791275,56.0
237,55.591515,56.0
238,55.683224,55.0
239,54.946377,55.0
240,54.691177,55.0
241,54.664238,53.99999999999999
242,53.844975,53.99999999999999
243,53.65483,53.99999999999999
244,53.718582,53.0
245,52.92457,53.0
246,52.781998,52.0
247,51.93736,52.0
248,51.544407,52.0
249,51.55245,50.0
