,prediction,actual
0,58.62437,60.0
1,58.28982,60.0
2,58.435867,60.0
3,58.622307,60.0
4,58.80695,60.0
5,58.93221,60.0
6,59.074615,60.0
7,59.179993,59.0
8,59.369724,59.0
9,59.361248,59.0
10,59.382107,59.0
11,59.520084,58.0
12,59.71504,58.0
13,59.607918,58.0
14,59.394005,58.0
15,59.18468,58.0
16,59.04322,58.0
17,58.954536,59.0
18,58.75063,59.0
19,58.84344,59.0
20,58.915665,58.0
21,58.689243,59.0
22,58.271378,59.0
23,58.14205,59.0
24,58.306255,58.0
25,58.31121,59.0
26,57.94193,58.0
27,57.856995,58.0
28,57.80877,58.0
29,57.723747,58.0
30,57.5821,58.0
31,57.514484,58.0
32,57.258244,58.0
33,57.038197,58.0
34,56.90619,58.0
35,56.753643,58.0
36,56.456287,58.0
37,56.017166,58.0
38,55.51342,58.0
39,55.254913,58.0
40,55.174828,58.0
41,55.04981,58.0
42,54.91713,58.0
43,55.02175,58.0
44,55.285557,58.0
45,55.519104,58.0
46,55.720936,58.0
47,55.793842,58.0
48,55.61728,58.0
49,55.531067,57.0
50,55.37196,57.0
51,54.88823,57.0
52,54.441395,57.0
53,53.9809,57.0
54,53.627922,57.0
55,53.213657,58.0
56,52.710217,58.0
57,52.13773,59.0
58,51.09562,59.0
59,49.451233,59.0
60,46.296444,59.0
61,42.213337,59.0
62,40.01046,59.0
63,40.074833,59.0
64,41.2925,59.0
65,42.519123,59.0
66,43.798527,58.0
67,45.136116,59.0
68,45.96141,59.0
69,47.183388,59.0
70,48.192524,59.0
71,49.101143,59.0
72,49.640827,59.0
73,49.499313,59.0
74,49.120365,59.0
75,48.448742,59.0
76,47.475487,60.0
77,46.3951,60.0
78,45.34389,60.0
79,44.153286,60.0
80,42.99304,60.0
81,40.962334,60.0
82,36.950703,61.0
83,30.461903,61.0
84,21.625729,61.0
85,13.310854,61.0
86,10.280579,61.0
87,11.053089,61.0
88,14.60655,61.0
89,19.264269,61.0
90,24.91514,61.0
91,30.690304,61.0
92,35.9003,60.0
93,40.468826,60.0
94,43.0986,60.0
95,45.06443,61.0
96,46.6099,61.0
97,48.140957,62.0
98,48.96351,63.0
99,49.599617,63.0
100,50.070312,64.0
101,50.28148,64.0
102,50.341827,64.0
103,50.16596,64.0
104,49.472183,64.0
105,47.30364,63.0
106,44.540287,63.0
107,40.34523,63.0
108,34.395756,63.0
109,28.572886,63.0
110,25.383148,63.0
111,28.293655,63.0
112,31.59582,64.0
113,35.223434,64.0
114,38.28619,64.0
115,40.817223,64.0
116,43.244503,65.0
