,prediction,actual
0,61.42592,60.0
1,60.229015,58.99999999999999
2,59.400642,60.0
3,60.421566,60.0
4,60.217743,60.0
5,60.189507,60.0
6,60.053463,58.99999999999999
7,59.20733,58.99999999999999
8,59.19034,58.99999999999999
9,59.345547,58.99999999999999
10,59.281406,58.99999999999999
11,59.30468,58.99999999999999
12,59.314922,58.99999999999999
13,59.248184,58.99999999999999
14,59.34332,58.99999999999999
15,59.391277,58.99999999999999
16,59.440403,58.99999999999999
17,59.57037,58.99999999999999
18,59.32109,58.99999999999999
19,59.557587,58.99999999999999
20,59.330753,58.99999999999999
21,58.912796,60.0
22,60.00039,60.0
23,60.302246,60.0
24,60.49424,60.0
25,60.57306,58.99999999999999
26,59.5466,57.99999999999999
27,58.33103,57.99999999999999
28,58.179424,57.99999999999999
29,58.06436,57.99999999999999
30,58.029396,57.99999999999999
31,58.203625,58.99999999999999
32,59.12079,57.99999999999999
33,58.129993,57.99999999999999
34,58.085697,57.99999999999999
35,58.146194,57.99999999999999
36,58.14249,57.99999999999999
37,58.073273,57.99999999999999
38,58.09876,57.99999999999999
39,58.276577,57.99999999999999
40,58.503513,57.99999999999999
41,58.722816,58.99999999999999
42,59.56873,57.99999999999999
43,58.680798,57.99999999999999
44,58.691734,57.99999999999999
45,58.824417,57.99999999999999
46,58.398014,57.99999999999999
47,58.191216,57.99999999999999
48,58.46733,57.99999999999999
49,58.52377,57.99999999999999
50,58.484505,58.99999999999999
51,59.24693,58.99999999999999
52,59.167038,58.99999999999999
53,58.955257,57.99999999999999
54,57.841904,57.99999999999999
55,57.94817,57.00000000000001
56,56.91832,57.00000000000001
57,57.08794,57.00000000000001
58,57.279915,57.00000000000001
59,57.13023,57.00000000000001
60,56.921165,57.00000000000001
61,57.129074,57.00000000000001
62,57.18466,57.00000000000001
63,57.113976,57.00000000000001
64,57.35013,56.0
65,56.33559,56.0
66,56.35307,56.0
67,56.184086,56.0
68,56.27961,56.0
69,56.087234,56.0
70,56.214058,56.0
71,56.217407,56.0
72,56.56455,56.0
73,56.520016,56.0
74,56.2441,54.99999999999999
75,55.224716,57.00000000000001
76,57.451756,57.99999999999999
77,58.16792,57.99999999999999
78,58.084442,58.99999999999999
79,59.042492,58.99999999999999
80,58.962086,58.99999999999999
81,58.89142,58.99999999999999
82,58.89009,58.99999999999999
83,58.978046,58.99999999999999
84,58.88322,58.99999999999999
85,58.891106,58.99999999999999
86,58.97446,58.99999999999999
87,59.01791,58.99999999999999
88,59.370827,58.99999999999999
89,59.178856,58.99999999999999
90,59.12248,58.99999999999999
91,59.373554,58.99999999999999
92,58.847897,58.99999999999999
93,59.19295,60.0
94,60.475094,60.0
95,60.438805,60.0
96,60.390198,60.0
97,60.423725,60.0
98,60.29994,58.99999999999999
99,58.94662,57.00000000000001
100,56.93197,57.00000000000001
101,57.101032,57.00000000000001
102,56.96138,57.00000000000001
103,56.999416,57.00000000000001
104,56.86521,57.00000000000001
105,56.950825,57.00000000000001
106,57.00926,57.00000000000001
107,57.11893,57.00000000000001
108,57.10405,57.00000000000001
109,57.01173,57.00000000000001
110,57.04579,57.00000000000001
111,57.14735,57.00000000000001
112,57.051228,57.00000000000001
113,57.232327,57.00000000000001
114,57.432407,57.00000000000001
115,57.635487,57.99999999999999
116,58.8641,57.99999999999999
117,59.08733,57.00000000000001
118,57.162403,57.00000000000001
119,57.73934,58.99999999999999
120,60.135674,61.99999999999999
121,62.823257,65.99999999999999
122,66.76662,69.0
123,69.483665,69.99999999999999
124,70.33989,71.0
125,71.1818,71.0
126,71.14456,71.0
127,71.15316,71.0
128,70.99389,71.0
129,70.88262,71.0
130,70.94681,71.0
131,71.09142,71.0
132,71.07301,71.0
133,71.116005,71.0
134,71.08362,71.0
135,71.075005,72.0
136,72.03507,72.0
137,72.049965,72.0
138,71.80966,72.0
139,72.13861,72.0
140,72.2283,69.99999999999999
141,69.68148,71.0
142,70.60378,69.99999999999999
143,69.74989,69.0
144,69.16069,65.0
145,65.28753,60.0
146,59.963608,57.00000000000001
147,57.00729,54.99999999999999
148,55.033104,54.0
149,54.05206,53.00000000000001
150,53.065308,53.00000000000001
151,53.246517,54.0
152,54.143116,54.0
153,54.02959,54.0
154,54.053146,54.0
155,53.950905,54.0
156,53.91107,54.0
157,54.062077,54.0
158,54.02043,54.0
159,53.813683,54.0
160,54.01421,53.00000000000001
161,52.98414,53.00000000000001
162,52.5584,52.0
163,51.626823,50.99999999999999
164,50.753376,50.99999999999999
165,50.97516,50.99999999999999
166,51.183502,50.0
167,50.46661,50.99999999999999
168,51.671185,50.99999999999999
169,51.06411,53.00000000000001
170,53.1708,54.0
171,54.380127,54.99999999999999
172,55.191174,56.0
173,56.06475,57.00000000000001
174,57.04039,57.00000000000001
175,57.022575,56.0
176,55.963005,56.0
177,55.996147,57.00000000000001
178,56.96288,57.00000000000001
179,57.058304,57.00000000000001
180,57.036488,57.99999999999999
181,58.27061,58.99999999999999
182,59.67723,60.0
183,60.35728,60.0
184,60.418934,61.00000000000001
185,61.460762,61.99999999999999
186,62.270603,61.99999999999999
187,62.08996,62.99999999999999
188,62.81901,62.99999999999999
189,63.128387,62.99999999999999
190,63.57755,62.99999999999999
191,63.30964,61.99999999999999
192,62.23329,61.99999999999999
193,62.044525,61.00000000000001
194,61.00577,58.99999999999999
195,58.95042,58.99999999999999
196,58.904465,58.99999999999999
197,59.023933,58.99999999999999
198,59.007053,58.99999999999999
199,59.123966,60.0
200,60.33105,61.00000000000001
201,61.129017,61.00000000000001
202,61.043655,61.99999999999999
203,62.099438,61.99999999999999
204,62.112835,61.99999999999999
205,62.221188,61.99999999999999
206,62.35823,61.99999999999999
207,62.01425,61.99999999999999
208,62.482914,62.99999999999999
209,64.12563,64.0
210,64.774376,65.0
211,65.49626,65.0
212,65.49415,65.0
213,65.506516,67.0
214,67.64603,67.0
215,67.87652,68.0
216,68.692184,67.0
217,67.04397,68.0
218,68.243126,68.0
219,67.48434,68.0
220,68.242226,68.0
221,68.14507,68.0
222,68.13383,68.0
223,68.18193,67.0
224,67.326355,67.0
225,67.27786,67.0
226,67.26305,65.99999999999999
227,66.141914,65.99999999999999
228,66.14191,65.99999999999999
229,66.31915,67.0
230,67.73084,67.0
231,67.32657,67.0
232,66.766556,65.99999999999999
233,66.13794,65.99999999999999
234,66.08936,65.99999999999999
235,66.40209,65.0
236,64.92718,65.0
237,64.70881,65.0
238,65.3344,64.0
239,64.00383,62.99999999999999
240,63.281025,62.99999999999999
241,63.28747,64.0
242,64.39872,64.0
243,64.18242,62.99999999999999
244,63.153095,64.0
245,64.19849,62.99999999999999
246,63.006603,62.99999999999999
247,63.076847,62.99999999999999
248,63.22281,62.99999999999999
249,63.253586,62.99999999999999
250,63.123028,62.99999999999999
251,63.1467,62.99999999999999
252,63.088043,61.00000000000001
253,60.925945,58.99999999999999
254,58.775246,57.00000000000001
255,56.87116,57.00000000000001
256,56.7801,56.0
257,55.908737,54.0
258,53.700134,54.0
259,54.104645,54.0
260,54.020092,53.00000000000001
261,52.8774,53.00000000000001
262,53.15961,53.00000000000001
263,53.121544,52.0
264,52.297962,52.0
265,52.258972,52.0
266,52.22,50.99999999999999
267,51.266632,50.0
268,50.135098,48.0
269,47.99921,46.0
270,46.065655,45.00000000000001
271,45.065277,41.00000000000001
272,40.838966,38.0
273,38.1321,36.0
274,36.15186,34.0
275,34.175156,34.0
276,34.156685,35.0
277,35.089203,35.0
278,35.14892,36.0
279,35.68814,36.0
280,35.78621,35.0
281,35.07263,37.00000000000001
282,37.559364,36.0
283,36.78583,37.00000000000001
284,37.07097,42.0
285,42.422375,46.0
286,46.156334,46.99999999999999
287,46.83121,46.99999999999999
288,47.119087,44.0
289,44.211014,38.99999999999999
290,39.15545,37.00000000000001
291,37.242126,38.0
292,38.034763,38.0
293,38.231007,38.99999999999999
294,39.291214,42.0
295,42.279263,45.00000000000001
296,45.404522,48.0
297,48.27804,50.0
298,50.21328,52.0
299,52.15395,52.0
300,52.28898,53.00000000000001
301,53.237957,53.00000000000001
302,53.144955,54.0
303,54.258415,54.0
304,54.00418,54.99999999999999
305,55.261616,54.99999999999999
306,55.44747,54.99999999999999
307,55.31066,54.99999999999999
308,55.146942,56.0
309,56.561287,56.0
310,56.248203,57.00000000000001
311,57.45098,57.00000000000001
312,57.618053,57.00000000000001
313,57.26645,57.99999999999999
314,58.182835,57.99999999999999
315,58.11631,57.99999999999999
316,58.210377,58.99999999999999
317,59.273117,58.99999999999999
318,59.13341,58.99999999999999
319,59.132294,58.99999999999999
320,59.05738,58.99999999999999
321,59.197666,58.99999999999999
322,59.13492,58.99999999999999
323,59.20064,57.99999999999999
324,58.023388,57.99999999999999
325,57.976334,57.99999999999999
326,57.955444,57.00000000000001
327,56.774933,57.00000000000001
328,56.974453,56.0
329,56.219845,56.0
330,56.688885,56.0
331,56.248825,54.99999999999999
332,54.604183,54.99999999999999
333,55.304134,54.99999999999999
334,55.22928,54.99999999999999
335,55.08263,54.0
336,54.32566,54.0
337,54.147022,54.0
338,54.176167,54.99999999999999
339,53.614204,54.99999999999999
340,55.319466,54.99999999999999
341,54.640602,54.99999999999999
342,55.182495,54.99999999999999
343,55.087944,56.0
344,56.097572,56.0
345,56.399124,56.0
346,56.242184,57.00000000000001
347,57.265778,57.00000000000001
348,57.24746,57.99999999999999
349,58.16211,57.99999999999999
350,58.119637,58.99999999999999
351,59.083057,60.0
352,60.53958,60.0
353,60.482464,60.0
354,60.12491,61.00000000000001
355,61.8421,61.99999999999999
356,62.01931,61.99999999999999
357,61.900352,62.99999999999999
358,63.19292,62.99999999999999
359,62.9314,62.99999999999999
360,63.17999,62.99999999999999
361,63.24531,64.0
362,64.29646,64.0
363,64.30199,64.0
364,64.30566,64.0
365,64.384186,64.0
366,64.314064,64.0
