,prediction,actual
0,64.45784,65.0
1,64.56155,65.0
2,64.592186,65.0
3,64.24188,64.0
4,63.283978,64.0
5,63.660355,64.0
6,63.56979,65.0
7,64.390594,65.0
8,64.52844,65.0
9,64.47489,65.0
10,64.68218,65.0
11,64.58193,65.0
12,64.28253,65.0
13,64.23285,65.0
14,64.574165,65.0
15,64.57991,65.0
16,64.34737,64.0
17,62.853752,64.0
18,62.751114,63.0
19,62.032413,62.0
20,60.945698,62.0
21,61.00563,61.0
22,59.851654,61.0
23,60.10313,61.0
24,60.428143,60.0
25,59.442917,60.0
26,59.42721,60.0
27,59.4305,60.0
28,59.39077,60.0
29,59.60633,60.0
30,59.450607,60.0
31,59.39022,59.0
32,58.464706,59.0
33,58.454414,59.0
34,58.50895,58.0
35,57.451324,58.0
36,57.58687,58.0
37,57.45211,57.0
38,56.686733,57.0
39,56.70233,57.0
40,56.45095,57.0
41,56.591667,57.0
42,55.848183,57.0
43,56.393562,57.0
44,56.167816,57.0
45,56.84923,57.0
46,56.69577,57.0
47,56.25455,57.0
48,56.995495,58.0
49,57.658844,58.0
50,57.48447,59.0
51,58.45424,59.0
52,58.436108,60.0
53,59.68911,60.0
54,59.61579,60.0
55,59.544033,60.0
56,59.663296,61.0
57,60.34122,61.0
58,60.59565,61.0
59,60.52344,61.0
60,60.745296,62.0
61,61.44263,62.0
62,61.412685,62.0
63,60.86118,62.0
64,61.078106,62.0
65,60.694275,61.0
66,60.135365,61.0
67,60.15589,61.0
68,60.13505,61.0
69,60.180126,61.0
70,60.368343,61.0
71,60.388115,61.0
72,60.46638,60.0
73,59.41438,60.0
74,59.4069,59.0
75,58.423832,59.0
76,58.621376,58.0
77,57.694416,58.0
78,57.62314,59.0
79,58.314976,59.0
80,58.31858,60.0
81,59.30881,60.0
82,59.64432,60.0
83,59.31845,61.0
84,60.64141,61.0
85,60.31064,61.0
86,60.52729,61.0
87,60.436188,62.0
88,60.87397,62.0
89,60.74376,62.0
90,61.18656,62.0
91,60.860302,62.0
92,61.295063,62.0
93,60.990868,62.0
94,61.441998,62.0
95,61.01599,62.0
96,61.36869,62.0
97,61.383743,62.0
98,61.39478,62.0
99,61.643486,62.0
100,61.609547,62.0
101,61.501526,61.0
102,60.51571,60.0
103,59.484802,60.0
104,59.510906,59.0
105,58.18622,58.0
106,57.48919,57.0
107,56.581318,57.0
108,56.271427,56.0
109,55.287582,56.0
110,55.5402,56.0
111,55.39833,56.0
112,54.72219,56.0
113,55.080894,56.0
114,55.14699,56.0
115,55.28795,56.0
116,55.068,55.0
117,54.28528,55.0
118,54.53227,55.0
119,54.40085,55.0
120,54.019234,55.0
121,54.356636,56.0
122,55.468937,56.0
123,55.46255,57.0
124,56.41359,57.0
125,56.646057,58.0
126,57.327824,59.0
127,58.303955,60.0
128,59.703156,61.0
129,60.286602,62.0
130,61.28943,62.0
131,61.28851,63.0
132,62.620747,64.0
133,63.6076,64.0
134,63.171753,64.0
135,63.094032,65.0
136,64.01292,65.0
137,63.69533,65.0
138,63.78897,65.0
139,64.14601,66.0
140,64.83152,66.0
141,64.813705,66.0
142,65.1376,66.0
143,65.36978,66.0
144,65.40414,65.0
145,64.55932,65.0
146,64.31304,65.0
147,64.745186,65.0
148,64.73963,65.0
149,64.72621,65.0
150,64.7156,64.0
151,63.730015,63.0
152,62.74102,62.0
153,61.39778,61.0
154,60.399525,60.0
155,59.398617,59.0
156,58.334045,59.0
157,58.36016,58.0
158,57.332783,57.0
159,56.333607,57.0
160,56.376217,57.0
161,56.409813,57.0
162,56.346733,57.0
163,56.4473,58.0
164,57.41381,58.0
165,57.402412,58.0
166,57.44683,59.0
167,58.462708,59.0
168,58.447544,59.0
169,58.470222,59.0
170,58.43922,59.0
171,58.44314,59.0
172,58.434483,59.0
173,58.38607,59.0
174,58.339447,59.0
175,58.301308,59.0
176,58.282402,59.0
177,58.29753,60.0
178,59.59176,60.0
179,59.323654,60.0
180,59.613945,60.0
